objectid,st_case,year,state,county,fatals,a_crainj,a_region,a_ru,a_inter,a_relrd,a_intsec,a_roadfc,a_junc,a_mancol,a_tod,a_dow,a_ct,a_weather,a_lt,a_mc,a_spcra,a_ped,a_ped_f,a_pedal,a_pedal_f,a_roll,a_polpur,a_posbac,a_d15_19,a_d16_19,a_d15_20,a_d16_20,a_d65_pls,a_d21_24,a_d16_24,a_rd,a_hr,a_dist,a_drowsy,bia,spj_indian,indian_res
26463,410435,2020,41,31,2,1,10,1,2,1,2,3,2,3,1,1,3,13,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26464,410436,2020,41,5,1,1,10,2,2,1,2,3,2,2,2,1,3,13,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,0,0,0
26465,410437,2020,41,45,1,1,10,1,2,1,1,3,1,4,2,2,2,13,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,0,0,0
26466,410438,2020,41,13,1,1,10,1,2,1,2,5,2,3,2,1,2,99,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,0,0,0
26467,410439,2020,41,19,1,1,10,1,2,4,2,3,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26468,410440,2020,41,67,1,1,10,1,2,1,2,3,2,5,1,1,3,13,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26469,410441,2020,41,17,1,1,10,1,2,1,2,3,2,4,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26470,410442,2020,41,33,1,1,10,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26471,410443,2020,41,43,1,1,10,1,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
26472,410444,2020,41,43,1,1,10,2,2,1,2,3,2,4,1,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26473,410445,2020,41,67,1,1,10,1,2,1,1,5,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,0,0,0
26474,410446,2020,41,39,1,1,10,1,2,4,2,5,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26475,410447,2020,41,37,1,1,10,1,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26476,410448,2020,41,53,1,1,10,2,2,1,1,4,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26477,410449,2020,41,41,1,1,10,2,2,2,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,1,0,0,0
26478,410450,2020,41,35,1,1,10,1,2,1,2,3,2,3,1,2,2,6,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26479,410451,2020,41,29,1,1,10,1,2,4,2,6,2,1,2,2,1,99,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
26480,410452,2020,41,19,1,1,10,1,2,4,2,4,2,1,1,2,1,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26481,410453,2020,41,35,1,1,10,1,2,1,2,3,2,3,1,1,3,13,1,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26482,410454,2020,41,67,1,1,10,2,2,1,1,4,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,2,2,2,0,0,0
26483,410456,2020,41,39,1,1,10,1,2,4,1,3,1,1,2,2,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,1,0,0,0
26484,410457,2020,41,39,1,1,10,2,2,1,1,4,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,0,0,0
26485,410458,2020,41,51,1,1,10,2,2,1,1,4,1,4,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
26486,410459,2020,41,47,1,1,10,1,2,1,2,3,2,4,1,1,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26487,410460,2020,41,37,1,1,10,1,2,4,2,3,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26488,410461,2020,41,39,1,1,10,1,2,4,2,3,2,1,1,1,1,99,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26489,410462,2020,41,67,1,1,10,2,2,1,2,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26490,410463,2020,41,11,1,1,10,1,2,4,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26491,410464,2020,41,5,2,1,10,1,2,1,1,3,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
26492,410465,2020,41,5,1,1,10,2,2,1,2,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26493,410466,2020,41,35,1,1,10,1,2,1,2,3,2,3,1,1,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26494,410467,2020,41,17,2,1,10,1,2,1,2,3,2,2,1,1,3,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
26495,410468,2020,41,51,1,1,10,2,2,4,2,3,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
26496,410469,2020,41,67,1,1,10,1,2,1,2,4,2,3,1,1,2,99,1,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
26497,410470,2020,41,19,1,1,10,2,2,1,1,3,1,4,2,2,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26498,410471,2020,41,67,1,1,10,2,2,4,2,4,2,1,1,2,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26499,410472,2020,41,47,1,1,10,2,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26500,410473,2020,41,27,2,1,10,1,1,4,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
26501,410474,2020,41,57,1,1,10,1,2,4,2,6,2,1,3,2,1,99,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26502,420001,2020,42,69,1,1,2,2,2,1,2,3,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26503,420002,2020,42,11,1,1,2,1,2,4,2,4,2,1,2,2,1,99,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26504,420003,2020,42,25,1,1,2,1,2,4,2,5,2,1,1,1,1,99,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26505,420004,2020,42,87,1,1,2,2,2,3,2,2,2,1,1,1,1,4,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
26506,420005,2020,42,3,1,1,2,2,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
26507,420006,2020,42,51,1,1,2,1,2,1,2,3,2,3,1,1,2,99,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26508,420007,2020,42,31,1,1,2,1,2,1,2,3,2,1,1,1,1,99,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26509,420008,2020,42,51,2,1,2,1,2,4,2,3,2,1,2,1,1,6,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26510,420009,2020,42,87,1,1,2,2,2,1,2,3,3,4,1,1,2,99,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26511,420010,2020,42,29,1,1,2,2,2,4,2,5,2,1,1,1,1,99,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26512,420011,2020,42,101,1,1,2,2,2,1,2,4,2,3,2,2,2,99,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
26513,420012,2020,42,73,1,1,2,1,2,1,1,3,1,4,1,1,2,99,1,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
26514,420013,2020,42,87,1,1,2,1,2,4,1,4,1,1,2,2,1,99,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,0,0,0
26515,420014,2020,42,41,1,1,2,2,2,4,2,4,2,1,2,2,1,6,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26516,420015,2020,42,101,1,1,2,2,1,1,2,1,3,2,1,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26517,420016,2020,42,69,1,1,2,2,2,4,2,5,2,1,2,2,1,99,1,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26518,420017,2020,42,19,1,1,2,1,2,4,1,4,1,1,2,2,1,12,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26519,420018,2020,42,99,1,1,2,1,2,4,2,6,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26520,420019,2020,42,43,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26521,420020,2020,42,17,1,1,2,2,2,1,1,3,1,1,2,2,2,99,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26522,420021,2020,42,91,1,1,2,2,2,1,2,5,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
26523,420022,2020,42,79,2,1,2,2,2,1,2,4,2,3,1,1,2,99,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26524,420023,2020,42,121,2,1,2,1,2,1,2,3,2,3,1,1,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26525,420024,2020,42,91,1,1,2,2,2,4,2,4,2,1,2,2,1,99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26526,420025,2020,42,17,1,1,2,1,2,4,2,6,2,1,2,2,1,99,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26527,420026,2020,42,79,1,1,2,1,2,1,2,4,2,1,2,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
26528,420027,2020,42,51,2,1,2,1,2,4,2,6,2,1,2,2,1,99,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26529,420028,2020,42,11,1,1,2,1,2,4,2,5,2,1,2,1,1,15,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
26530,420029,2020,42,101,1,1,2,2,2,1,1,3,1,1,2,2,1,99,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26531,420030,2020,42,91,1,1,2,1,2,4,1,3,1,1,2,2,1,99,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26532,420031,2020,42,91,1,1,2,2,2,1,2,3,2,1,2,1,2,99,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,2,0,0,0
26533,420032,2020,42,43,1,1,2,2,2,1,1,4,1,4,1,1,3,99,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,0,0,0
26534,420033,2020,42,101,1,1,2,2,2,1,1,6,1,4,1,1,2,99,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26535,420034,2020,42,101,1,1,2,2,2,1,2,3,2,1,1,1,1,99,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
26536,420035,2020,42,91,1,1,2,2,2,1,1,3,1,4,1,1,2,99,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
26537,420036,2020,42,65,1,1,2,1,2,1,2,3,2,4,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26538,420037,2020,42,17,1,1,2,1,2,4,2,6,2,1,2,1,1,99,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26539,420038,2020,42,99,1,1,2,1,2,4,2,5,2,1,1,1,1,99,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26540,420039,2020,42,115,1,1,2,1,2,4,2,5,2,1,2,2,1,99,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
26541,420040,2020,42,43,1,1,2,1,2,4,2,5,2,1,1,1,1,99,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
26542,420041,2020,42,73,1,1,2,2,2,1,2,4,2,3,1,1,2,99,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
26543,420042,2020,42,11,1,1,2,2,2,4,2,4,2,1,2,1,1,99,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26544,420043,2020,42,125,1,1,2,2,2,1,1,4,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26545,420044,2020,42,3,1,1,2,3,3,1,2,7,2,1,1,1,1,99,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26546,420045,2020,42,101,1,1,2,2,2,1,1,3,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26547,420046,2020,42,17,1,1,2,2,2,1,2,2,2,1,2,2,1,99,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
26548,420047,2020,42,129,1,1,2,2,2,1,1,3,1,4,1,1,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
26549,420048,2020,42,115,1,1,2,1,2,1,2,4,2,3,1,2,2,99,1,2,1,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26550,420049,2020,42,85,1,1,2,1,1,4,2,1,2,1,1,1,1,99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26551,420050,2020,42,121,1,1,2,1,2,1,2,4,2,3,2,1,2,15,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26552,420051,2020,42,85,1,1,2,1,2,1,1,5,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26553,420052,2020,42,25,1,1,2,1,2,4,2,4,2,1,2,2,1,99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
26554,420053,2020,42,91,1,1,2,2,2,1,1,3,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26555,420054,2020,42,3,1,1,2,1,2,1,2,6,2,1,1,2,1,99,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26556,420055,2020,42,75,1,1,2,1,2,4,2,6,2,1,1,1,1,99,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26557,420056,2020,42,129,1,1,2,2,2,1,2,3,2,1,2,2,1,99,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26558,420057,2020,42,67,1,1,2,1,2,4,2,6,2,1,2,2,1,99,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26559,420058,2020,42,101,1,1,2,2,2,1,1,6,1,1,2,1,1,99,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
26560,420059,2020,42,73,1,1,2,1,2,1,2,5,2,3,2,1,2,99,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26561,420060,2020,42,29,1,1,2,2,2,4,2,5,2,1,2,1,1,99,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26562,420061,2020,42,33,1,1,2,1,1,1,2,1,2,5,1,2,3,99,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26563,420062,2020,42,101,1,1,2,2,2,3,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26564,420063,2020,42,125,1,1,2,1,2,4,2,6,2,1,2,2,1,4,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26565,420064,2020,42,79,1,1,2,2,2,1,2,2,2,2,2,1,2,4,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
26566,420065,2020,42,29,1,1,2,1,1,2,2,1,2,1,2,1,1,99,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26567,420066,2020,42,85,1,1,2,1,1,4,2,1,3,1,1,2,1,99,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26568,420067,2020,42,71,3,1,2,2,2,1,2,2,3,3,1,2,2,99,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26569,420068,2020,42,127,2,1,2,1,2,1,2,4,2,3,2,1,2,99,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26570,420069,2020,42,3,1,1,2,2,2,4,1,6,1,1,2,2,1,99,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
26571,420070,2020,42,11,1,1,2,1,2,1,2,6,2,1,1,1,1,99,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26572,420071,2020,42,115,1,1,2,1,2,4,2,6,2,1,2,2,1,99,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
26573,420072,2020,42,17,1,1,2,2,2,1,2,3,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26574,420073,2020,42,101,1,1,2,2,2,1,2,3,2,1,2,1,1,99,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
26575,420074,2020,42,41,1,1,2,1,2,1,2,5,2,3,1,1,3,99,2,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
26576,420075,2020,42,49,1,1,2,2,2,1,2,3,2,2,1,2,2,99,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26577,420076,2020,42,101,1,1,2,2,2,1,2,4,3,4,2,1,2,99,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26578,420077,2020,42,123,1,1,2,1,2,4,2,4,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26579,420078,2020,42,101,1,1,2,2,2,1,2,3,2,3,2,2,2,99,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26580,420079,2020,42,71,1,1,2,1,2,1,2,3,3,3,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
26581,420080,2020,42,101,1,1,2,2,1,2,2,1,2,2,2,2,2,99,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26582,420081,2020,42,79,1,1,2,2,2,1,2,5,2,2,1,1,2,99,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26583,420082,2020,42,101,1,1,2,2,2,6,2,3,2,1,2,2,1,99,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
26584,420083,2020,42,101,1,1,2,2,2,1,2,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
26585,420084,2020,42,101,1,1,2,2,2,1,2,4,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26586,420085,2020,42,45,1,1,2,2,2,1,1,3,1,1,2,2,1,99,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26587,420086,2020,42,17,1,1,2,2,1,1,2,1,3,5,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26588,420087,2020,42,101,1,1,2,2,2,1,2,3,2,1,2,2,1,99,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
26589,420088,2020,42,87,1,1,2,2,2,4,1,4,1,1,1,2,1,99,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26590,420089,2020,42,101,1,1,2,2,2,4,2,3,2,1,2,2,1,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26591,420090,2020,42,101,1,1,2,2,2,1,1,3,1,1,2,1,2,99,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26592,420091,2020,42,19,1,1,2,2,2,1,2,4,2,3,2,1,2,99,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26593,420092,2020,42,63,1,1,2,2,2,4,2,4,2,1,2,2,1,99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26594,420093,2020,42,41,1,1,2,1,2,4,2,6,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
26595,420094,2020,42,27,1,1,2,1,2,4,2,6,2,1,1,1,1,99,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26596,420095,2020,42,3,1,1,2,2,2,1,2,3,3,4,1,1,2,14,1,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
26597,420096,2020,42,3,1,1,2,2,2,1,2,3,3,3,1,1,2,99,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0
26598,420097,2020,42,95,1,1,2,2,2,4,2,5,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26599,420098,2020,42,29,1,1,2,2,2,4,2,4,2,1,1,1,1,99,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26600,420099,2020,42,7,1,1,2,1,1,1,2,1,2,1,2,2,1,99,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26601,420100,2020,42,79,1,1,2,1,2,4,2,4,2,1,2,2,1,99,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
26602,420101,2020,42,3,1,1,2,2,2,4,2,3,2,1,2,2,1,99,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26603,420102,2020,42,27,1,1,2,1,2,1,2,4,2,1,2,2,1,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
26604,420103,2020,42,11,1,1,2,2,2,4,2,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26605,420104,2020,42,75,1,1,2,1,2,4,2,6,2,1,2,2,1,99,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26606,420105,2020,42,129,1,1,2,1,1,4,2,1,2,1,2,2,1,4,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26607,420106,2020,42,1,1,1,2,1,2,4,2,5,2,1,1,1,1,13,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26608,420107,2020,42,17,1,1,2,2,2,1,2,3,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
26609,420108,2020,42,129,4,1,2,1,1,1,2,1,2,6,2,2,3,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26610,420109,2020,42,13,1,1,2,2,2,1,1,4,1,4,2,2,2,99,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
26611,420110,2020,42,75,1,1,2,1,1,4,2,1,3,1,1,1,1,99,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
26612,420111,2020,42,81,1,1,2,1,2,4,2,5,2,1,1,2,1,3,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26613,420112,2020,42,81,1,1,2,1,2,4,2,4,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
26614,420113,2020,42,89,1,1,2,1,2,4,2,5,2,1,2,2,1,99,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
26615,420114,2020,42,3,1,1,2,2,2,1,1,4,1,1,1,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
26616,420115,2020,42,133,1,1,2,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
