objectid,st_case,year,state,county,fatals,a_crainj,a_region,a_ru,a_inter,a_relrd,a_intsec,a_roadfc,a_junc,a_mancol,a_tod,a_dow,a_ct,a_weather,a_lt,a_mc,a_spcra,a_ped,a_ped_f,a_pedal,a_pedal_f,a_roll,a_polpur,a_posbac,a_d15_19,a_d16_19,a_d15_20,a_d16_20,a_d65_pls,a_d21_24,a_d16_24,a_rd,a_hr,a_dist,a_drowsy,bia,spj_indian,indian_res
7543,120433,2020,12,57,1,1,4,2,2,1,1,3,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7544,120434,2020,12,5,1,1,4,2,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7545,120435,2020,12,97,4,1,4,2,2,1,2,2,2,2,1,1,3,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7546,120436,2020,12,86,1,1,4,2,2,4,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7547,120437,2020,12,57,1,1,4,2,2,1,2,4,2,1,2,2,3,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
7548,120438,2020,12,9,1,1,4,2,2,1,1,5,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7549,120439,2020,12,11,2,1,4,2,2,1,1,3,1,4,2,2,3,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7550,120440,2020,12,11,1,1,4,2,2,1,2,3,2,1,1,1,1,13,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
7551,120441,2020,12,57,1,1,4,2,2,1,2,5,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7552,120442,2020,12,57,1,1,4,2,2,4,2,3,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7553,120443,2020,12,31,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7554,120444,2020,12,103,1,1,4,2,2,1,1,3,1,3,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
7555,120445,2020,12,95,1,1,4,2,2,1,2,6,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
7556,120446,2020,12,19,1,1,4,2,2,1,1,3,1,4,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7557,120447,2020,12,95,2,1,4,2,2,1,1,3,1,4,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7558,120448,2020,12,127,1,1,4,2,2,1,2,4,2,5,1,1,3,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
7559,120449,2020,12,95,1,1,4,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
7560,120450,2020,12,11,1,1,4,2,2,1,1,4,1,4,1,1,2,13,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
7561,120451,2020,12,81,1,1,4,2,2,1,1,5,1,4,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,0,0,0
7562,120452,2020,12,97,2,1,4,1,2,1,2,3,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,0,0,0
7563,120453,2020,12,57,1,1,4,2,2,1,1,3,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7564,120454,2020,12,57,1,1,4,2,2,1,2,5,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7565,120455,2020,12,11,1,1,4,2,2,1,1,4,1,4,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7566,120456,2020,12,89,1,1,4,1,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7567,120457,2020,12,83,1,1,4,2,2,1,2,3,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
7568,120458,2020,12,109,1,1,4,2,2,1,2,4,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
7569,120459,2020,12,86,1,1,4,2,2,1,1,4,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7570,120460,2020,12,71,1,1,4,2,2,4,2,4,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7571,120461,2020,12,9,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,0,0,0
7572,120462,2020,12,11,1,1,4,2,2,4,2,2,3,1,1,2,1,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7573,120463,2020,12,86,1,1,4,2,2,1,1,6,1,4,1,1,2,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
7574,120464,2020,12,86,3,1,4,2,2,4,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
7575,120465,2020,12,86,1,1,4,2,2,1,1,3,1,3,2,1,2,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
7576,120466,2020,12,31,1,1,4,2,1,4,2,1,3,1,2,1,1,13,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7577,120467,2020,12,81,1,1,4,1,1,4,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
7578,120468,2020,12,95,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7579,120469,2020,12,127,3,1,4,2,2,1,2,3,2,5,2,1,3,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7580,120470,2020,12,127,1,1,4,2,1,1,2,1,3,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7581,120471,2020,12,83,1,1,4,2,2,1,2,5,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,0,0,0
7582,120472,2020,12,131,1,1,4,1,2,1,2,5,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
7583,120473,2020,12,86,1,1,4,2,2,1,2,3,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
7584,120474,2020,12,127,1,1,4,2,2,1,1,3,1,4,2,1,2,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
7585,120475,2020,12,127,1,1,4,2,2,1,2,3,2,3,2,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7586,120476,2020,12,86,1,1,4,2,2,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
7587,120477,2020,12,57,1,1,4,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7588,120478,2020,12,31,1,1,4,2,2,1,2,4,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7589,120479,2020,12,57,1,1,4,2,2,1,1,3,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7590,120480,2020,12,57,1,1,4,2,1,1,2,1,3,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,0,0,0
7591,120481,2020,12,99,1,1,4,2,2,1,2,2,2,2,2,1,3,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,0,0,0
7592,120482,2020,12,35,1,1,4,1,2,2,2,3,2,1,1,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,0,0,0
7593,120483,2020,12,127,1,1,4,2,2,4,1,6,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7594,120484,2020,12,105,1,1,4,1,2,1,1,3,1,3,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7595,120485,2020,12,86,1,1,4,2,2,1,1,3,1,4,2,2,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
7596,120486,2020,12,109,1,1,4,2,2,1,2,5,2,3,1,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
7597,120487,2020,12,103,1,1,4,2,2,1,1,4,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
7598,120488,2020,12,81,1,1,4,2,2,1,1,3,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7599,120490,2020,12,115,1,1,4,2,2,1,1,6,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
7600,120491,2020,12,11,1,1,4,2,2,1,2,3,2,4,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7601,120492,2020,12,83,1,1,4,2,1,1,2,1,2,2,1,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7602,120493,2020,12,101,2,1,4,2,2,1,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7603,120494,2020,12,113,1,1,4,1,1,1,2,1,2,2,2,1,2,13,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7604,120496,2020,12,9,1,1,4,2,2,1,2,3,2,3,2,2,2,13,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7605,120497,2020,12,127,1,1,4,2,2,1,2,3,2,4,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7606,120498,2020,12,95,1,1,4,2,2,4,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7607,120499,2020,12,95,2,1,4,2,2,1,2,3,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7608,120500,2020,12,11,1,1,4,2,1,4,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
7609,120501,2020,12,99,1,1,4,2,1,1,2,1,2,5,1,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
7610,120502,2020,12,39,1,1,4,2,2,4,2,4,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
7611,120503,2020,12,9,1,1,4,2,2,1,1,5,1,4,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,1,1,1,2,1,2,2,2,2,0,0,0
7612,120504,2020,12,86,1,1,4,2,2,1,1,5,1,4,1,2,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
7613,120505,2020,12,95,1,1,4,1,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
7614,120506,2020,12,95,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7615,120507,2020,12,49,1,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
7616,120508,2020,12,69,1,1,4,2,2,1,2,5,2,5,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,0,0,0
7617,120509,2020,12,11,1,1,4,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7618,120510,2020,12,11,1,1,4,2,2,1,1,3,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7619,120511,2020,12,95,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0
7620,120512,2020,12,11,1,1,4,2,2,3,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7621,120513,2020,12,101,1,1,4,2,2,1,1,4,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7622,120514,2020,12,86,1,1,4,2,2,1,2,6,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7623,120515,2020,12,127,1,1,4,2,2,1,1,4,1,2,1,1,3,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7624,120516,2020,12,105,1,1,4,1,2,1,1,5,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7625,120517,2020,12,86,1,1,4,2,2,1,1,4,1,4,2,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7626,120518,2020,12,19,1,1,4,1,2,4,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7627,120519,2020,12,99,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7628,120520,2020,12,103,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
7629,120521,2020,12,109,1,1,4,1,2,1,1,3,1,3,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,1,2,0,0,0
7630,120522,2020,12,111,1,1,4,1,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7631,120523,2020,12,83,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7632,120524,2020,12,31,1,1,4,2,2,1,1,6,1,4,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7633,120525,2020,12,105,2,1,4,2,2,1,2,3,2,2,2,2,3,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0
7634,120526,2020,12,9,1,1,4,2,2,4,1,4,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7635,120527,2020,12,35,1,1,4,2,1,1,2,1,2,2,2,1,2,13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7636,120528,2020,12,103,1,1,4,2,1,4,2,1,3,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
7637,120529,2020,12,57,1,1,4,2,2,1,1,5,1,4,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7638,120530,2020,12,111,1,1,4,2,1,1,2,1,2,4,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7639,120536,2020,12,83,1,1,4,1,1,1,2,1,2,2,2,2,3,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,0,0,0
7640,120537,2020,12,81,1,1,4,2,2,1,2,5,3,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7641,120538,2020,12,31,1,1,4,2,2,1,2,6,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7642,120539,2020,12,63,1,1,4,1,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7643,120540,2020,12,15,2,1,4,2,2,1,1,3,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7644,120541,2020,12,99,1,1,4,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7645,120542,2020,12,31,1,1,4,2,2,1,1,4,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7646,120543,2020,12,1,2,1,4,1,2,1,2,5,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
7647,120544,2020,12,29,1,1,4,1,2,4,2,6,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
7648,120545,2020,12,95,1,1,4,1,2,1,1,3,1,3,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
7649,120546,2020,12,81,1,1,4,2,2,1,1,3,1,3,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
7650,120547,2020,12,95,1,1,4,2,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
7651,120548,2020,12,75,1,1,4,1,2,4,2,3,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
7652,120550,2020,12,11,1,1,4,2,1,3,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7653,120551,2020,12,109,1,1,4,2,2,1,2,5,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
7654,120552,2020,12,31,1,1,4,2,2,1,2,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7655,120553,2020,12,99,1,1,4,2,2,4,1,6,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7656,120554,2020,12,99,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7657,120555,2020,12,11,1,1,4,2,2,4,2,2,3,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7658,120556,2020,12,21,1,1,4,1,2,1,1,3,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7659,120557,2020,12,5,1,1,4,2,2,1,1,4,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,0,0,0
7660,120558,2020,12,41,1,1,4,1,2,4,2,5,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
7661,120559,2020,12,33,1,1,4,2,2,1,1,4,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7662,120560,2020,12,71,1,1,4,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7663,120561,2020,12,115,3,1,4,2,1,1,2,1,2,5,1,1,3,13,1,2,2,1,1,2,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
7664,120562,2020,12,57,3,1,4,2,2,1,2,3,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
7665,120563,2020,12,33,1,1,4,1,2,4,2,5,3,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7666,120564,2020,12,95,1,1,4,2,2,1,2,3,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7667,120565,2020,12,71,1,1,4,2,2,3,2,4,2,1,1,1,3,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7668,120566,2020,12,11,1,1,4,2,2,1,1,3,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7669,120567,2020,12,99,1,1,4,2,2,1,1,4,1,1,2,2,1,13,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7670,120568,2020,12,53,1,1,4,2,2,1,1,4,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7671,120569,2020,12,57,1,1,4,2,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7672,120570,2020,12,71,1,1,4,2,2,3,2,4,2,1,2,2,1,13,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7673,120571,2020,12,71,1,1,4,2,2,1,2,6,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7674,120572,2020,12,127,1,1,4,2,1,4,2,1,2,1,2,1,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
7675,120573,2020,12,31,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7676,120574,2020,12,101,1,1,4,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7677,120575,2020,12,73,1,1,4,2,2,1,1,3,1,4,1,1,2,13,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7678,120576,2020,12,103,1,1,4,2,2,1,2,3,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7679,120577,2020,12,11,1,1,4,2,2,1,1,4,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7680,120579,2020,12,51,1,1,4,1,2,1,2,3,2,1,1,1,1,6,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
7681,120580,2020,12,11,1,1,4,2,2,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7682,120581,2020,12,81,1,1,4,2,2,1,1,3,1,1,1,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7683,120582,2020,12,31,1,1,4,2,2,1,2,3,2,4,1,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,1,0,0,0
7684,120583,2020,12,127,1,1,4,1,2,4,2,6,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,2,0,0,0
7685,120584,2020,12,57,1,1,4,2,2,4,2,5,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
7686,120585,2020,12,57,1,1,4,2,2,1,1,4,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7687,120586,2020,12,86,1,1,4,2,2,4,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7688,120587,2020,12,127,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7689,120589,2020,12,71,1,1,4,3,3,4,2,7,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
7690,120590,2020,12,11,1,1,4,2,2,1,1,3,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
7691,120591,2020,12,11,1,1,4,1,2,1,1,3,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7692,120592,2020,12,97,1,1,4,2,2,1,2,4,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7693,120593,2020,12,86,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
7694,120594,2020,12,103,1,1,4,2,2,1,2,3,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
7695,120596,2020,12,115,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
7696,120598,2020,12,9,1,1,4,2,2,3,1,3,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
